SalesOrderId,SalesOrderNo,creationDate,channel,Mode of payment,customerId,StoreID,terminalID,returnOrderId,recordType,,
14446,S12545,10/4/2019,Reverse channels,Googlepay,C000014653,16445,12745,,Contract Purchase Orders (CPO),,
14447,S12546,10/5/2019,Reverse channels,Googlepay,C000014654,16446,12746,,Contract Purchase Orders (CPO),,
14448,S12547,17/5/2019,Reverse channels,Googlepay,C000014655,16447,12747,,Contract Purchase Orders (CPO),,
14449,S12548,20/5/2019,Reverse channels,Googlepay,C000014656,16448,12748,,Contract Purchase Orders (CPO),,
14450,S12549,22/5/2019,Reverse channels,Googlepay,C000014657,16449,12749,,Contract Purchase Orders (CPO),,
14451,S12550,23/5/2019,Reverse channels,Googlepay,C000014658,16450,12750,,Contract Purchase Orders (CPO),,
14452,S12551,24/5/2019,Reverse channels,Googlepay,C000014659,16451,12751,,Contract Purchase Orders (CPO),,
14453,S12552,10/6/2019,Reverse channels,Googlepay,C000014660,16452,12752,,Contract Purchase Orders (CPO),,
14454,S12553,14/6/2019,Reverse channels,Googlepay,C000014661,16453,12753,,Contract Purchase Orders (CPO),,
14455,S12554,18/6/2019,Reverse channels,Googlepay,C000014662,16454,12754,,Contract Purchase Orders (CPO),,
14456,S12555,10/1/2019,Reverse channels,Googlepay,C000014663,16455,12755,,Contract Purchase Orders (CPO),,
14457,S12556,14/1/2019,Reverse channels,Googlepay,C000014664,16456,12756,,Contract Purchase Orders (CPO),,
14458,S12557,2/2/2019,Reverse channels,Googlepay,C000014665,16457,12757,,Contract Purchase Orders (CPO),,
14459,S12558,10/2/2019,Reverse channels,Googlepay,C000014666,16458,12758,,Contract Purchase Orders (CPO),,
14460,S12559,27/2/2019,Reverse channels,Googlepay,C000014667,16459,12759,,Contract Purchase Orders (CPO),,
14461,S12560,15/3/2019,Reverse channels,Googlepay,C000014668,16460,12760,,Contract Purchase Orders (CPO),,
14462,S12561,28/3/2019,Reverse channels,Googlepay,C000014669,16461,12761,,Contract Purchase Orders (CPO),,
14463,S12562,29/3/2019,Reverse channels,Googlepay,C000014670,16462,12762,,Contract Purchase Orders (CPO),,
14464,S12563,1/4/2019,Reverse channels,Googlepay,C000014671,16463,12763,,Contract Purchase Orders (CPO),,
14465,S12564,6/4/2019,Reverse channels,Googlepay,C000014672,16464,12764,,Contract Purchase Orders (CPO),,
14466,S12565,10/4/2019,Reverse channels,Googlepay,C000014673,16465,12765,,Contract Purchase Orders (CPO),,
14467,S12566,10/5/2019,Reverse channels,Googlepay,C000014674,16466,12766,,Contract Purchase Orders (CPO),,
14468,S12567,17/5/2019,Reverse channels,Googlepay,C000014675,16467,12767,,Contract Purchase Orders (CPO),,
14469,S12568,20/5/2019,Reverse channels,Googlepay,C000014676,16468,12768,,Contract Purchase Orders (CPO),,
14470,S12569,22/5/2019,Reverse channels,Googlepay,C000014677,16469,12769,,Contract Purchase Orders (CPO),,
14471,S12570,23/5/2019,Reverse channels,Googlepay,C000014678,16470,12770,,Contract Purchase Orders (CPO),,
14472,S12571,24/5/2019,Reverse channels,Googlepay,C000014679,16471,12771,,Contract Purchase Orders (CPO),,
14473,S12572,10/6/2019,Reverse channels,Googlepay,C000014680,16472,12772,,Contract Purchase Orders (CPO),,
14474,S12573,14/6/2019,Reverse channels,Googlepay,C000014681,16473,12773,,Contract Purchase Orders (CPO),,
14475,S12574,18/6/2019,Reverse channels,Googlepay,C000014682,16474,12774,,Contract Purchase Orders (CPO),,
14476,S12575,10/1/2019,Reverse channels,Googlepay,C000014683,16475,12775,,Contract Purchase Orders (CPO),,
14477,S12576,14/1/2019,Reverse channels,Googlepay,C000014684,16476,12776,,Contract Purchase Orders (CPO),,
14478,S12577,2/2/2019,Reverse channels,Googlepay,C000014685,16477,12777,,Contract Purchase Orders (CPO),,
14479,S12578,10/2/2019,Reverse channels,Googlepay,C000014686,16478,12778,,Contract Purchase Orders (CPO),,
14480,S12579,27/2/2019,Reverse channels,Googlepay,C000014687,16479,12779,,Contract Purchase Orders (CPO),,
14481,S12580,15/3/2019,Reverse channels,Googlepay,C000014688,16480,12780,,Contract Purchase Orders (CPO),,
14482,S12581,28/3/2019,Reverse channels,Googlepay,C000014689,16481,12781,,Contract Purchase Orders (CPO),,
14483,S12582,29/3/2019,Reverse channels,Googlepay,C000014690,16482,12782,,Contract Purchase Orders (CPO),,
14484,S12583,1/4/2019,Reverse channels,Googlepay,C000014691,16483,12783,,Contract Purchase Orders (CPO),,
14485,S12584,6/4/2019,Reverse channels,Googlepay,C000014692,16484,12784,,Contract Purchase Orders (CPO),,
14486,S12585,10/4/2019,Reverse channels,Googlepay,C000014693,16485,12785,,Contract Purchase Orders (CPO),,
14487,S12586,10/5/2019,Reverse channels,Googlepay,C000014694,16486,12786,,Contract Purchase Orders (CPO),,
14488,S12587,17/5/2019,Reverse channels,Googlepay,C000014695,16487,12787,,Contract Purchase Orders (CPO),,
14489,S12588,20/5/2019,Reverse channels,Googlepay,C000014696,16488,12788,,Contract Purchase Orders (CPO),,
14490,S12589,22/5/2019,Reverse channels,Googlepay,C000014697,16489,12789,,Contract Purchase Orders (CPO),,
14491,S12590,23/5/2019,Reverse channels,Googlepay,C000014698,16490,12790,,Contract Purchase Orders (CPO),,
14492,S12591,24/5/2019,Reverse channels,Googlepay,C000014699,16491,12791,,Contract Purchase Orders (CPO),,
14493,S12592,10/6/2019,Reverse channels,Googlepay,C000014700,16492,12792,,Contract Purchase Orders (CPO),,
14494,S12593,14/6/2019,Reverse channels,Googlepay,C000014701,16493,12793,,Contract Purchase Orders (CPO),,
14495,S12594,18/6/2019,Reverse channels,Googlepay,C000014702,16494,12794,,Contract Purchase Orders (CPO),,
14496,S12595,10/1/2019,Reverse channels,Googlepay,C000014703,16495,12795,,Contract Purchase Orders (CPO),,
14497,S12596,14/1/2019,Reverse channels,Googlepay,C000014704,16496,12796,,Contract Purchase Orders (CPO),,
14498,S12597,2/2/2019,Reverse channels,Googlepay,C000014705,16497,12797,,Contract Purchase Orders (CPO),,
14499,S12598,10/2/2019,Reverse channels,Googlepay,C000014706,16498,12798,,Contract Purchase Orders (CPO),,
14500,S12599,27/2/2019,Reverse channels,Googlepay,C000014707,16499,12799,,Contract Purchase Orders (CPO),,
14501,S12600,15/3/2019,Reverse channels,Googlepay,C000014708,16500,12800,,Contract Purchase Orders (CPO),,
14502,S12601,28/3/2019,Reverse channels,Googlepay,C000014709,16501,12801,,Contract Purchase Orders (CPO),,
14503,S12602,29/3/2019,Reverse channels,Googlepay,C000014710,16502,12802,,Contract Purchase Orders (CPO),,
14504,S12603,1/4/2019,Reverse channels,Googlepay,C000014711,16503,12803,,Contract Purchase Orders (CPO),,
14505,S12604,6/4/2019,Reverse channels,Googlepay,C000014712,16504,12804,,Contract Purchase Orders (CPO),,
14506,S12605,10/4/2019,Reverse channels,Googlepay,C000014713,16505,12805,,Contract Purchase Orders (CPO),,
14507,S12606,10/5/2019,Reverse channels,Googlepay,C000014714,16506,12806,,Contract Purchase Orders (CPO),,
14508,S12607,17/5/2019,Reverse channels,Googlepay,C000014715,16507,12807,,Contract Purchase Orders (CPO),,
14509,S12608,20/5/2019,Reverse channels,Googlepay,C000014716,16508,12808,,Contract Purchase Orders (CPO),,
14510,S12609,22/5/2019,Reverse channels,Googlepay,C000014717,16509,12809,,Contract Purchase Orders (CPO),,
14511,S12610,23/5/2019,Reverse channels,Googlepay,C000014718,16510,12810,,Contract Purchase Orders (CPO),,
14512,S12611,24/5/2019,Reverse channels,Googlepay,C000014719,16511,12811,,Contract Purchase Orders (CPO),,
14513,S12612,10/6/2019,Reverse channels,Googlepay,C000014720,16512,12812,,Contract Purchase Orders (CPO),,
14514,S12613,14/6/2019,Reverse channels,Googlepay,C000014721,16513,12813,,Contract Purchase Orders (CPO),,
14515,S12614,18/6/2019,Reverse channels,Googlepay,C000014722,16514,12814,,Contract Purchase Orders (CPO),,
14516,S12615,10/1/2019,Reverse channels,Googlepay,C000014723,16515,12815,,Contract Purchase Orders (CPO),,
14517,S12616,14/1/2019,Reverse channels,Googlepay,C000014724,16516,12816,,Contract Purchase Orders (CPO),,
14518,S12617,2/2/2019,Reverse channels,Googlepay,C000014725,16517,12817,,Contract Purchase Orders (CPO),,
14519,S12618,10/2/2019,Reverse channels,Googlepay,C000014726,16518,12818,,Contract Purchase Orders (CPO),,
14520,S12619,27/2/2019,Reverse channels,Googlepay,C000014727,16519,12819,,Contract Purchase Orders (CPO),,
14521,S12620,15/3/2019,Reverse channels,Googlepay,C000014728,16520,12820,,Contract Purchase Orders (CPO),,
14522,S12621,28/3/2019,Reverse channels,Googlepay,C000014729,16521,12821,,Contract Purchase Orders (CPO),,
14523,S12622,29/3/2019,Reverse channels,Googlepay,C000014730,16522,12822,,Contract Purchase Orders (CPO),,
14524,S12623,1/4/2019,Reverse channels,Googlepay,C000014731,16523,12823,,Contract Purchase Orders (CPO),,
14525,S12624,6/4/2019,Reverse channels,Googlepay,C000014732,16524,12824,,Contract Purchase Orders (CPO),,
14526,S12625,10/4/2019,Reverse channels,Googlepay,C000014733,16525,12825,,Contract Purchase Orders (CPO),,
14527,S12626,10/5/2019,Reverse channels,Googlepay,C000014734,16526,12826,,Contract Purchase Orders (CPO),,
14528,S12627,17/5/2019,Reverse channels,Googlepay,C000014735,16527,12827,,Contract Purchase Orders (CPO),,
14529,S12628,20/5/2019,Reverse channels,Googlepay,C000014736,16528,12828,,Contract Purchase Orders (CPO),,
14530,S12629,22/5/2019,Reverse channels,Googlepay,C000014737,16529,12829,,Contract Purchase Orders (CPO),,
14531,S12630,23/5/2019,Reverse channels,Googlepay,C000014738,16530,12830,,Contract Purchase Orders (CPO),,
14532,S12631,24/5/2019,Reverse channels,Googlepay,C000014739,16531,12831,,Contract Purchase Orders (CPO),,
14533,S12632,10/6/2019,Reverse channels,Googlepay,C000014740,16532,12832,,Contract Purchase Orders (CPO),,
14534,S12633,14/6/2019,Reverse channels,Googlepay,C000014741,16533,12833,,Contract Purchase Orders (CPO),,
14535,S12634,18/6/2019,Reverse channels,Googlepay,C000014742,16534,12834,,Contract Purchase Orders (CPO),,
14536,S12635,10/1/2019,Reverse channels,Googlepay,C000014743,16535,12835,,Contract Purchase Orders (CPO),,
14537,S12636,14/1/2019,Reverse channels,Googlepay,C000014744,16536,12836,,Contract Purchase Orders (CPO),,
14538,S12637,2/2/2019,Reverse channels,Googlepay,C000014745,16537,12837,,Contract Purchase Orders (CPO),,
14539,S12638,10/2/2019,Reverse channels,Googlepay,C000014746,16538,12838,,Contract Purchase Orders (CPO),,
14540,S12639,27/2/2019,Reverse channels,Googlepay,C000014747,16539,12839,,Contract Purchase Orders (CPO),,
14541,S12640,15/3/2019,Reverse channels,Googlepay,C000014748,16540,12840,,Contract Purchase Orders (CPO),,
14542,S12641,28/3/2019,Reverse channels,Googlepay,C000014749,16541,12841,,Contract Purchase Orders (CPO),,
14543,S12642,29/3/2019,Reverse channels,Googlepay,C000014750,16542,12842,,Contract Purchase Orders (CPO),,
14544,S12643,1/4/2019,Reverse channels,Googlepay,C000014751,16543,12843,,Contract Purchase Orders (CPO),,
14545,S12644,6/4/2019,Reverse channels,Googlepay,C000014752,16544,12844,,Contract Purchase Orders (CPO),,
14546,S12645,10/4/2019,Reverse channels,Googlepay,C000014753,16545,12845,,Contract Purchase Orders (CPO),,
14547,S12646,10/5/2019,Reverse channels,Googlepay,C000014754,16546,12846,,Contract Purchase Orders (CPO),,
14548,S12647,17/5/2019,Reverse channels,Googlepay,C000014755,16547,12847,,Contract Purchase Orders (CPO),,
14549,S12648,20/5/2019,Reverse channels,Googlepay,C000014756,16548,12848,,Contract Purchase Orders (CPO),,
14550,S12649,22/5/2019,Reverse channels,Googlepay,C000014757,16549,12849,,Contract Purchase Orders (CPO),,
14551,S12650,23/5/2019,Reverse channels,Googlepay,C000014758,16550,12850,,Contract Purchase Orders (CPO),,
14552,S12651,24/5/2019,Reverse channels,Googlepay,C000014759,16551,12851,,Contract Purchase Orders (CPO),,
14553,S12652,10/6/2019,Reverse channels,Googlepay,C000014760,16552,12852,,Contract Purchase Orders (CPO),,
14554,S12653,14/6/2019,Reverse channels,Googlepay,C000014761,16553,12853,,Contract Purchase Orders (CPO),,
14555,S12654,18/6/2019,Reverse channels,Googlepay,C000014762,16554,12854,,Contract Purchase Orders (CPO),,
14556,S12655,10/1/2019,Reverse channels,Googlepay,C000014763,16555,12855,,Contract Purchase Orders (CPO),,
14557,S12656,14/1/2019,Reverse channels,Googlepay,C000014764,16556,12856,,Contract Purchase Orders (CPO),,
14558,S12657,2/2/2019,Reverse channels,Googlepay,C000014765,16557,12857,,Contract Purchase Orders (CPO),,
14559,S12658,10/2/2019,Reverse channels,Googlepay,C000014766,16558,12858,,Contract Purchase Orders (CPO),,
14560,S12659,27/2/2019,Reverse channels,Googlepay,C000014767,16559,12859,,Contract Purchase Orders (CPO),,
14561,S12660,15/3/2019,Reverse channels,Googlepay,C000014768,16560,12860,,Contract Purchase Orders (CPO),,
14562,S12661,28/3/2019,Reverse channels,Googlepay,C000014769,16561,12861,,Contract Purchase Orders (CPO),,
14563,S12662,29/3/2019,Reverse channels,Googlepay,C000014770,16562,12862,,Contract Purchase Orders (CPO),,
14564,S12663,1/4/2019,Reverse channels,Googlepay,C000014771,16563,12863,,Contract Purchase Orders (CPO),,
14565,S12664,6/4/2019,Reverse channels,Googlepay,C000014772,16564,12864,,Contract Purchase Orders (CPO),,
14566,S12665,10/4/2019,Reverse channels,Googlepay,C000014773,16565,12865,,Contract Purchase Orders (CPO),,
14567,S12666,10/5/2019,Reverse channels,Googlepay,C000014774,16566,12866,,Contract Purchase Orders (CPO),,
14568,S12667,17/5/2019,Reverse channels,Googlepay,C000014775,16567,12867,,Contract Purchase Orders (CPO),,
14569,S12668,20/5/2019,Reverse channels,Googlepay,C000014776,16568,12868,,Contract Purchase Orders (CPO),,
14570,S12669,22/5/2019,Reverse channels,Googlepay,C000014777,16569,12869,,Contract Purchase Orders (CPO),,
14571,S12670,23/5/2019,Reverse channels,Googlepay,C000014778,16570,12870,,Contract Purchase Orders (CPO),,
14572,S12671,24/5/2019,Reverse channels,Googlepay,C000014779,16571,12871,,Contract Purchase Orders (CPO),,
14573,S12672,10/6/2019,Reverse channels,Googlepay,C000014780,16572,12872,,Contract Purchase Orders (CPO),,
14574,S12673,14/6/2019,Reverse channels,Googlepay,C000014781,16573,12873,,Contract Purchase Orders (CPO),,
14575,S12674,18/6/2019,Reverse channels,Googlepay,C000014782,16574,12874,,Contract Purchase Orders (CPO),,
14576,S12675,10/1/2019,Reverse channels,Googlepay,C000014783,16575,12875,,Contract Purchase Orders (CPO),,
14577,S12676,14/1/2019,Reverse channels,Googlepay,C000014784,16576,12876,,Contract Purchase Orders (CPO),,
14578,S12677,2/2/2019,Reverse channels,Googlepay,C000014785,16577,12877,,Contract Purchase Orders (CPO),,
14579,S12678,10/2/2019,Reverse channels,Googlepay,C000014786,16578,12878,,Contract Purchase Orders (CPO),,
14580,S12679,27/2/2019,Reverse channels,Googlepay,C000014787,16579,12879,,Contract Purchase Orders (CPO),,
14581,S12680,15/3/2019,Reverse channels,Googlepay,C000013,16580,12880,,Contract Purchase Orders (CPO),,
14582,S12681,28/3/2019,Reverse channels,Googlepay,C000014,16581,12881,,Contract Purchase Orders (CPO),,
14583,S12682,29/3/2019,Reverse channels,Googlepay,C000015,16582,12882,,Contract Purchase Orders (CPO),,
14584,S12683,1/4/2019,Reverse channels,Googlepay,C000016,16583,12883,,Contract Purchase Orders (CPO),,
14585,S12684,6/4/2019,Reverse channels,Googlepay,C000017,16584,12884,,Contract Purchase Orders (CPO),,
14586,S12685,10/4/2019,Reverse channels,Googlepay,C000018,16585,12885,,Contract Purchase Orders (CPO),,
14587,S12686,10/5/2019,Reverse channels,Googlepay,C000019,16586,12886,,Contract Purchase Orders (CPO),,
14588,S12687,17/5/2019,Reverse channels,Googlepay,C0000110,16587,12887,,Contract Purchase Orders (CPO),,
14589,S12688,20/5/2019,Reverse channels,Googlepay,C0000111,16588,12888,,Contract Purchase Orders (CPO),,
14590,S12689,22/5/2019,Reverse channels,Googlepay,C0000112,16589,12889,,Contract Purchase Orders (CPO),,
14591,S12690,23/5/2019,Reverse channels,Googlepay,C0000113,16590,12890,,Contract Purchase Orders (CPO),,
14592,S12691,24/5/2019,Reverse channels,Googlepay,C0000114,16591,12891,,Contract Purchase Orders (CPO),,
14593,S12692,10/6/2019,Reverse channels,Googlepay,C0000115,16592,12892,,Contract Purchase Orders (CPO),,
14594,S12693,14/6/2019,Reverse channels,Googlepay,C0000116,16593,12893,,Contract Purchase Orders (CPO),,
14595,S12694,18/6/2019,Reverse channels,Googlepay,C0000117,16594,12894,,Contract Purchase Orders (CPO),,
14596,S12695,10/1/2019,Reverse channels,Googlepay,C0000118,16595,12895,,Contract Purchase Orders (CPO),,
14597,S12696,14/1/2019,Reverse channels,Googlepay,C0000119,16596,12896,,Contract Purchase Orders (CPO),,
14598,S12697,2/2/2019,Reverse channels,Googlepay,C0000120,16597,12897,,Contract Purchase Orders (CPO),,
14599,S12698,10/2/2019,Reverse channels,Googlepay,C0000121,16598,12898,,Contract Purchase Orders (CPO),,
14600,S12699,27/2/2019,Reverse channels,Googlepay,C0000122,16599,12899,,Contract Purchase Orders (CPO),,
14601,S12700,15/3/2019,Reverse channels,Googlepay,C0000123,16600,12900,,Contract Purchase Orders (CPO),,
14602,S12701,28/3/2019,Reverse channels,Googlepay,C0000124,16601,12901,,Contract Purchase Orders (CPO),,
14603,S12702,29/3/2019,Reverse channels,Googlepay,C0000125,16602,12902,,Contract Purchase Orders (CPO),,
14604,S12703,1/4/2019,Reverse channels,Googlepay,C0000126,16603,12903,,Contract Purchase Orders (CPO),,
14605,S12704,6/4/2019,Reverse channels,Googlepay,C0000127,16604,12904,,Contract Purchase Orders (CPO),,
14606,S12705,10/4/2019,Reverse channels,Googlepay,C0000128,16605,12905,,Contract Purchase Orders (CPO),,
14607,S12706,10/5/2019,Reverse channels,Googlepay,C0000129,16606,12906,,Contract Purchase Orders (CPO),,
14608,S12707,17/5/2019,Reverse channels,Googlepay,C0000130,16607,12907,,Contract Purchase Orders (CPO),,
14609,S12708,20/5/2019,Reverse channels,Googlepay,C0000131,16608,12908,,Contract Purchase Orders (CPO),,
14610,S12709,22/5/2019,Reverse channels,Googlepay,C0000132,16609,12909,,Contract Purchase Orders (CPO),,
14611,S12710,23/5/2019,Reverse channels,Googlepay,C0000133,16610,12910,,Contract Purchase Orders (CPO),,
14612,S12711,24/5/2019,Reverse channels,Googlepay,C0000134,16611,12911,,Contract Purchase Orders (CPO),,
14613,S12712,10/6/2019,Reverse channels,Googlepay,C0000135,16612,12912,,Contract Purchase Orders (CPO),,
14614,S12713,14/6/2019,Reverse channels,Googlepay,C0000136,16613,12913,,Contract Purchase Orders (CPO),,
14615,S12714,18/6/2019,Reverse channels,Googlepay,C0000137,16614,12914,,Contract Purchase Orders (CPO),,
14616,S12715,10/1/2019,Reverse channels,Googlepay,C0000138,16615,12915,,Contract Purchase Orders (CPO),,
14617,S12716,14/1/2019,Reverse channels,Googlepay,C0000139,16616,12916,,Contract Purchase Orders (CPO),,
14618,S12717,2/2/2019,Reverse channels,Googlepay,C0000140,16617,12917,,Contract Purchase Orders (CPO),,
14619,S12718,10/2/2019,Reverse channels,Googlepay,C0000141,16618,12918,,Contract Purchase Orders (CPO),,
14620,S12719,27/2/2019,Reverse channels,Googlepay,C0000142,16619,12919,,Contract Purchase Orders (CPO),,
14621,S12720,15/3/2019,Reverse channels,Googlepay,C0000143,16620,12920,,Contract Purchase Orders (CPO),,
14622,S12721,28/3/2019,Reverse channels,Googlepay,C0000144,16621,12921,,Contract Purchase Orders (CPO),,
14623,S12722,29/3/2019,Reverse channels,Googlepay,C0000145,16622,12922,,Contract Purchase Orders (CPO),,
14624,S12723,1/4/2019,Reverse channels,Googlepay,C0000146,16623,12923,,Contract Purchase Orders (CPO),,
14625,S12724,6/4/2019,Reverse channels,Googlepay,C0000147,16624,12924,,Contract Purchase Orders (CPO),,
14626,S12725,10/4/2019,Reverse channels,Googlepay,C0000148,16625,12925,,Contract Purchase Orders (CPO),,
14627,S12726,10/5/2019,Reverse channels,Googlepay,C0000149,16626,12926,,Contract Purchase Orders (CPO),,
14628,S12727,17/5/2019,Reverse channels,Googlepay,C0000150,16627,12927,,Contract Purchase Orders (CPO),,
14629,S12728,20/5/2019,Reverse channels,Googlepay,C0000151,16628,12928,,Contract Purchase Orders (CPO),,
14630,S12729,22/5/2019,Reverse channels,Googlepay,C0000152,16629,12929,,Contract Purchase Orders (CPO),,
14631,S12730,23/5/2019,Reverse channels,Googlepay,C0000153,16630,12930,,Contract Purchase Orders (CPO),,
14632,S12731,24/5/2019,Reverse channels,Googlepay,C0000154,16631,12931,,Contract Purchase Orders (CPO),,
14633,S12732,10/6/2019,Reverse channels,Googlepay,C0000155,16632,12932,,Contract Purchase Orders (CPO),,
14634,S12733,14/6/2019,Reverse channels,Googlepay,C0000156,16633,12933,,Contract Purchase Orders (CPO),,
14635,S12734,18/6/2019,Reverse channels,Googlepay,C0000157,16634,12934,,Contract Purchase Orders (CPO),,
14636,S12735,10/1/2019,Reverse channels,Googlepay,C0000158,16635,12935,,Contract Purchase Orders (CPO),,
14637,S12736,14/1/2019,Reverse channels,Googlepay,C0000159,16636,12936,,Contract Purchase Orders (CPO),,
14638,S12737,2/2/2019,Reverse channels,Googlepay,C0000160,16637,12937,,Contract Purchase Orders (CPO),,
14639,S12738,10/2/2019,Reverse channels,Googlepay,C0000161,16638,12938,,Contract Purchase Orders (CPO),,
14640,S12739,27/2/2019,Reverse channels,Googlepay,C0000162,16639,12939,,Contract Purchase Orders (CPO),,
14641,S12740,15/3/2019,Reverse channels,Googlepay,C0000163,16640,12940,,Contract Purchase Orders (CPO),,
14642,S12741,28/3/2019,Reverse channels,Googlepay,C0000164,16641,12941,,Contract Purchase Orders (CPO),,
14643,S12742,29/3/2019,Reverse channels,Googlepay,C0000165,16642,12942,,Contract Purchase Orders (CPO),,
14644,S12743,1/4/2019,Reverse channels,Googlepay,C0000166,16643,12943,,Contract Purchase Orders (CPO),,
14645,S12744,6/4/2019,Reverse channels,Googlepay,C0000167,16644,12944,,Contract Purchase Orders (CPO),,
14646,S12745,10/4/2019,Reverse channels,Googlepay,C0000168,16645,12945,,Contract Purchase Orders (CPO),,
14647,S12746,10/5/2019,Reverse channels,Googlepay,C0000169,16646,12946,,Contract Purchase Orders (CPO),,
14648,S12747,17/5/2019,Reverse channels,Googlepay,C0000170,16647,12947,,Contract Purchase Orders (CPO),,
14649,S12748,20/5/2019,Reverse channels,Googlepay,C0000171,16648,12948,,Contract Purchase Orders (CPO),,
14650,S12749,22/5/2019,Reverse channels,Googlepay,C0000172,16649,12949,,Contract Purchase Orders (CPO),,
14651,S12750,23/5/2019,Reverse channels,Googlepay,C0000173,16650,12950,,Contract Purchase Orders (CPO),,
14652,S12751,24/5/2019,Reverse channels,Googlepay,C0000174,16651,12951,,Contract Purchase Orders (CPO),,
14653,S12752,10/6/2019,Reverse channels,Googlepay,C0000175,16652,12952,,Contract Purchase Orders (CPO),,
14654,S12753,14/6/2019,Reverse channels,Googlepay,C0000176,16653,12953,,Contract Purchase Orders (CPO),,
14655,S12754,18/6/2019,Reverse channels,Googlepay,C0000177,16654,12954,,Contract Purchase Orders (CPO),,
14656,S12755,10/1/2019,Reverse channels,Googlepay,C0000178,16655,12955,,Contract Purchase Orders (CPO),,
14657,S12756,14/1/2019,Reverse channels,Googlepay,C0000179,16656,12956,,Contract Purchase Orders (CPO),,
14658,S12757,2/2/2019,Reverse channels,Googlepay,C0000180,16657,12957,,Contract Purchase Orders (CPO),,
14659,S12758,10/2/2019,Reverse channels,Googlepay,C0000181,16658,12958,,Contract Purchase Orders (CPO),,
14660,S12759,27/2/2019,Reverse channels,Googlepay,C0000182,16659,12959,,Contract Purchase Orders (CPO),,
14661,S12760,15/3/2019,Reverse channels,Googlepay,C0000183,16660,12960,,Contract Purchase Orders (CPO),,
14662,S12761,28/3/2019,Reverse channels,Googlepay,C0000184,16661,12961,,Contract Purchase Orders (CPO),,
14663,S12762,29/3/2019,Reverse channels,Googlepay,C0000185,16662,12962,,Contract Purchase Orders (CPO),,
14664,S12763,1/4/2019,Reverse channels,Googlepay,C0000186,16663,12963,,Contract Purchase Orders (CPO),,
14665,S12764,6/4/2019,Reverse channels,Googlepay,C0000187,16664,12964,,Contract Purchase Orders (CPO),,
14666,S12765,10/4/2019,Reverse channels,Googlepay,C0000188,16665,12965,,Contract Purchase Orders (CPO),,
14667,S12766,10/5/2019,Reverse channels,Googlepay,C0000189,16666,12966,,Contract Purchase Orders (CPO),,
14668,S12767,17/5/2019,Reverse channels,Googlepay,C0000190,16667,12967,,Contract Purchase Orders (CPO),,
14669,S12768,20/5/2019,Reverse channels,Googlepay,C0000191,16668,12968,,Contract Purchase Orders (CPO),,
14670,S12769,22/5/2019,Reverse channels,Googlepay,C0000192,16669,12969,,Contract Purchase Orders (CPO),,
14671,S12770,23/5/2019,Reverse channels,Googlepay,C0000193,16670,12970,,Contract Purchase Orders (CPO),,
14672,S12771,24/5/2019,Reverse channels,Googlepay,C0000194,16671,12971,,Contract Purchase Orders (CPO),,
14673,S12772,10/6/2019,Reverse channels,Googlepay,C0000195,16672,12972,,Contract Purchase Orders (CPO),,
14674,S12773,14/6/2019,Reverse channels,Googlepay,C0000196,16673,12973,,Contract Purchase Orders (CPO),,
14675,S12774,18/6/2019,Reverse channels,Googlepay,C0000197,16674,12974,,Contract Purchase Orders (CPO),,
14676,S12775,10/1/2019,Reverse channels,Googlepay,C0000198,16675,12975,,Contract Purchase Orders (CPO),,
14677,S12776,14/1/2019,Reverse channels,Googlepay,C0000199,16676,12976,,Contract Purchase Orders (CPO),,
14678,S12777,2/2/2019,Reverse channels,Googlepay,C00001100,16677,12977,,Contract Purchase Orders (CPO),,
14679,S12778,10/2/2019,Reverse channels,Googlepay,C00001101,16678,12978,,Contract Purchase Orders (CPO),,
14680,S12779,27/2/2019,Reverse channels,Googlepay,C00001102,16679,12979,,Contract Purchase Orders (CPO),,
14681,S12780,15/3/2019,Reverse channels,Googlepay,C00001103,16680,12980,,Contract Purchase Orders (CPO),,
14682,S12781,28/3/2019,Reverse channels,Googlepay,C00001104,16681,12981,,Contract Purchase Orders (CPO),,
14683,S12782,29/3/2019,Reverse channels,Googlepay,C00001105,16682,12982,,Contract Purchase Orders (CPO),,
14684,S12783,1/4/2019,Reverse channels,Googlepay,C00001106,16683,12983,,Contract Purchase Orders (CPO),,
14685,S12784,6/4/2019,Reverse channels,Googlepay,C00001107,16684,12984,,Contract Purchase Orders (CPO),,
14686,S12785,10/4/2019,Reverse channels,Googlepay,C00001108,16685,12985,,Contract Purchase Orders (CPO),,
14687,S12786,10/5/2019,Reverse channels,Googlepay,C00001109,16686,12986,,Contract Purchase Orders (CPO),,
14688,S12787,17/5/2019,Reverse channels,Googlepay,C00001110,16687,12987,,Contract Purchase Orders (CPO),,
14689,S12788,20/5/2019,Reverse channels,Googlepay,C00001111,16688,12988,,Contract Purchase Orders (CPO),,
14690,S12789,22/5/2019,Reverse channels,Googlepay,C00001112,16689,12989,,Contract Purchase Orders (CPO),,
14691,S12790,23/5/2019,Reverse channels,Googlepay,C00001113,16690,12990,,Contract Purchase Orders (CPO),,
14692,S12791,24/5/2019,Reverse channels,Googlepay,C00001114,16691,12991,,Contract Purchase Orders (CPO),,
14693,S12792,10/6/2019,Reverse channels,Googlepay,C00001115,16692,12992,,Contract Purchase Orders (CPO),,
14694,S12793,14/6/2019,Reverse channels,Googlepay,C00001116,16693,12993,,Contract Purchase Orders (CPO),,
