CardPaymentID,PaymentDate,Amount,SalesOrderID
11150,9/22/2011,18400,12550
11151,6/19/2014,18600,12551
11152,6/4/2011,18800,12552
11153,12/23/2013,19000,12553
11154,6/30/2014,19200,12554
11155,7/2/2013,19400,12555
11156,5/18/2013,19600,12556
11157,11/6/2013,19800,12557
11158,11/6/2014,18000,12558
11159,9/30/2013,18200,12559
11160,10/6/2014,18400,12560
11161,6/24/2014,18600,12561
11162,11/10/2014,18800,12562
11163,12/31/2013,19000,12563
11164,10/5/2012,19200,12564
11165,10/4/2011,19400,12565
11166,5/13/2014,19600,12566
11167,11/16/2013,19800,12567
11168,12/15/2013,18000,12568
11169,9/10/2011,18200,12569
11170,10/12/2011,18400,12570
11171,9/3/2013,18600,12571
11172,9/27/2011,18800,12572
11173,2/15/2014,19000,12573
11174,1/14/2014,19200,12574
11175,8/5/2014,19400,12575
11176,6/11/2011,19600,12576
11177,12/11/2013,19800,12577
11178,3/14/2011,18000,12578
11179,5/30/2014,18200,12579
11180,11/7/2012,18400,12580
11181,4/27/2011,18600,12581
11182,11/6/2013,18800,12582
11183,4/17/2014,19000,12583
11184,6/19/2014,19200,12584
11185,4/4/2014,19400,12585
11186,11/9/2011,19600,12586
11187,12/22/2011,19800,12587
11188,3/7/2012,18000,12588
11189,12/1/2014,18200,12589
11190,3/12/2013,18400,12590
11191,6/13/2012,18600,12591
11192,6/30/2014,18800,12592
11193,8/6/2013,19000,12593
11194,6/19/2012,19200,12594
11195,10/7/2013,19400,12595
11196,11/26/2013,19600,12596
11197,8/28/2012,19800,12597
11198,9/27/2013,18000,12598
11199,4/7/2012,18200,12599
11200,7/31/2014,18400,12600
11201,3/18/2014,18600,12601
11202,7/12/2012,18800,12602
11203,11/22/2014,19000,12603
11204,1/3/2014,19200,12604
11205,9/27/2011,19400,12605
11206,11/7/2014,19600,12606
11207,12/13/2013,19800,12607
11208,11/20/2012,18000,12608
11209,1/22/2014,18200,12609
11210,10/6/2011,18400,12610
11211,12/3/2014,18600,12611
11212,12/3/2013,18800,12612
11213,10/27/2011,19000,12613
11214,4/12/2014,19200,12614
11215,9/12/2014,19400,12615
11216,10/28/2013,19600,12616
11217,9/26/2013,19800,12617
11218,10/27/2011,18000,12618
11219,12/9/2014,18200,12619
11220,1/1/2014,18400,12620
11221,12/23/2011,18600,12621
11222,5/8/2012,18800,12622
11223,3/22/2013,19000,12623
11224,10/3/2011,19200,12624
11225,6/25/2013,19400,12625
11226,7/31/2013,19600,12626
11227,11/6/2014,19800,12627
11228,12/31/2013,18000,12628
11229,9/11/2012,18200,12629
11230,9/10/2012,18400,12630
11231,6/17/2013,18600,12631
11232,3/28/2013,18800,12632
11233,12/23/2014,19000,12633
11234,3/20/2014,19200,12634
11235,8/2/2013,19400,12635
11236,12/26/2013,19600,12636
11237,11/26/2014,19800,12637
11238,9/6/2011,18000,12638
11239,12/7/2011,18200,12639
11240,9/6/2014,18400,12640
11241,9/15/2012,18600,12641
11242,5/16/2014,18800,12642
11243,2/12/2014,19000,12643
11244,12/17/2013,19200,12644
11245,8/1/2014,19400,12645
11246,10/2/2014,19600,12646
11247,6/28/2013,19800,12647
11248,9/9/2014,18000,12648
11249,5/9/2014,18200,12649
11250,11/5/2012,18400,12650
11251,1/15/2014,18600,12651
11252,6/20/2014,18800,12652
11253,9/25/2012,19000,12653
11254,9/3/2014,19200,12654
11255,10/8/2013,19400,12655
11256,6/1/2012,19600,12656
11257,5/8/2013,19800,12657
11258,1/30/2014,18000,12658
11259,11/29/2011,18200,12659
11260,10/4/2011,18400,12660
11261,4/7/2014,18600,12661
11262,11/8/2014,18800,12662
11263,7/23/2014,19000,12663
11264,3/22/2014,19200,12664
11265,6/24/2014,19400,12665
11266,9/27/2011,19600,12666
11267,3/19/2014,19800,12667
11268,9/29/2011,18000,12668
11269,5/27/2013,18200,12669
11270,1/31/2014,18400,12670
11271,11/4/2014,18600,12671
11272,3/17/2014,18800,12672
11273,3/28/2012,19000,12673
11274,6/2/2014,19200,12674
11275,9/15/2014,19400,12675
11276,7/9/2014,19600,12676
11277,7/19/2014,19800,12677
11278,8/9/2014,18000,12678
11279,11/25/2013,18200,12679
11280,5/19/2011,18400,12680
11281,10/25/2012,18600,12681
11282,3/25/2011,18800,12682
11283,10/25/2013,19000,12683
11284,12/6/2012,19200,12684
11285,4/19/2011,19400,12685
11286,12/3/2012,19600,12686
11287,6/10/2013,19800,12687
11288,10/24/2014,18000,12688
11289,6/27/2011,18200,12689
11290,7/30/2014,18400,12690
11291,4/20/2012,18600,12691
11292,12/14/2014,18800,12692
11293,10/4/2012,19000,12693
11294,1/13/2012,19200,12694
11295,12/13/2012,19400,12695
11296,9/14/2013,19600,12696
11297,12/5/2014,19800,12697
11298,1/14/2014,18000,12698
11299,2/14/2011,18200,12699
11300,4/9/2014,18400,12700
11301,5/15/2012,18600,12701
11302,11/28/2014,18800,12702
11303,7/23/2013,19000,12703
11304,10/10/2014,19200,12704
11305,10/12/2013,19400,12705
11306,8/23/2012,19600,12706
11307,9/30/2014,19800,12707
11308,11/13/2013,18000,12708
11309,12/5/2012,18200,12709
11310,8/8/2014,18400,12710
11311,10/16/2014,18600,12711
11312,10/17/2012,18800,12712
11313,1/14/2011,19000,12713
11314,10/14/2013,19200,12714
11315,8/31/2011,19400,12715
11316,2/16/2013,19600,12716
11317,4/18/2011,19800,12717
11318,11/9/2013,18000,12718
11319,7/16/2014,18200,12719
11320,3/5/2012,18400,12720
11321,1/14/2014,18600,12721
11322,9/12/2011,18800,12722
11323,9/14/2013,19000,12723
11324,6/2/2011,19200,12724
11325,4/25/2014,19400,12725
11326,2/16/2013,19600,12726
11327,11/14/2014,19800,12727
11328,12/3/2013,18000,12728
11329,9/6/2013,18200,12729
11330,4/30/2014,18400,12730
11331,6/24/2014,18600,12731
11332,4/18/2014,18800,12732
11333,11/5/2013,19000,12733
11334,6/27/2013,19200,12734
11335,8/7/2013,19400,12735
11336,8/15/2013,19600,12736
11337,12/19/2013,19800,12737
11338,8/24/2012,18000,12738
11339,10/6/2012,18200,12739
11340,7/13/2012,18400,12740
11341,10/22/2013,18600,12741
11342,10/18/2013,18800,12742
11343,11/8/2014,19000,12743
11344,7/27/2011,19200,12744
11345,9/11/2012,19400,12745
11346,11/26/2013,19600,12746
11347,9/27/2013,19800,12747
11348,12/9/2011,18000,12748
11349,3/13/2013,18200,12749
11350,11/6/2013,18400,12750
11351,10/3/2014,18600,12751
11352,4/14/2013,18800,12752
11353,12/3/2012,19000,12753
11354,6/4/2014,19200,12754
11355,3/5/2013,19400,12755
11356,1/22/2013,19600,12756
11357,1/29/2014,19800,12757
11358,7/24/2014,18000,12758
11359,9/30/2014,18200,12759
11360,2/22/2011,18400,12760
11361,10/16/2012,18600,12761
11362,7/9/2014,18800,12762
11363,9/6/2014,19000,12763
11364,1/23/2012,19200,12764
11365,11/6/2014,19400,12765
11366,6/20/2011,19600,12766
11367,1/8/2014,19800,12767
11368,6/6/2013,18000,12768
11369,9/17/2014,18200,12769
11370,8/3/2011,18400,12770
11371,6/11/2012,18600,12771
11372,12/24/2012,18800,12772
11373,11/24/2014,19000,12773
11374,5/12/2014,19200,12774
11375,5/14/2013,19400,12775
11376,3/28/2014,19600,12776
11377,11/14/2013,19800,12777
11378,11/12/2013,18000,12778
11379,11/7/2014,18200,12779
11380,10/5/2012,18400,12780
11381,1/30/2014,18600,12781
11382,4/25/2012,18800,12782
11383,6/13/2011,19000,12783
11384,6/13/2011,19200,12784
11385,7/1/2011,19400,12785
11386,9/18/2012,19600,12786
11387,10/3/2013,19800,12787
11388,10/27/2014,18000,12788
11389,12/14/2012,18200,12789
11390,3/6/2014,18400,12790
11391,6/20/2011,18600,12791
11392,12/19/2012,18800,12792
11393,10/4/2013,19000,12793
11394,4/11/2014,19200,12794
11395,4/7/2012,19400,12795
11396,10/27/2014,19600,12796
11397,2/6/2014,19800,12797
11398,10/29/2014,18000,12798
11399,5/8/2014,18200,12799
11400,10/12/2011,18400,12800
11401,3/2/2012,18600,12801
11402,9/13/2011,18800,12802
11403,10/30/2012,19000,12803
11404,9/9/2012,19200,12804
11405,5/20/2013,19400,12805
11406,5/17/2013,19600,12806
11407,11/18/2013,19800,12807
11408,5/15/2013,18000,12808
11409,7/24/2014,18200,12809
11410,6/20/2014,18400,12810
11411,8/16/2011,18600,12811
11412,12/30/2014,18800,12812
11413,2/22/2013,19000,12813
11414,4/16/2013,19200,12814
11415,12/27/2012,19400,12815
11416,11/25/2014,19600,12816
11417,8/15/2013,19800,12817
11418,12/27/2011,18000,12818
11419,2/28/2014,18200,12819
11420,8/17/2012,18400,12820
11421,8/12/2014,18600,12821
11422,7/4/2011,18800,12822
11423,10/29/2014,19000,12823
11424,5/28/2013,19200,12824
11425,2/5/2013,19400,12825
11426,11/7/2012,19600,12826
11427,6/22/2011,19800,12827
11428,9/22/2012,18000,12828
11429,8/1/2012,18200,12829
11430,12/27/2014,18400,12830
11431,12/20/2012,18600,12831
11432,4/4/2014,18800,12832
11433,7/27/2011,19000,12833
11434,6/2/2011,19200,12834
11435,3/24/2014,19400,12835
11436,4/5/2011,19600,12836
11437,11/4/2011,19800,12837
11438,9/20/2013,18000,12838
11439,11/24/2012,18200,12839
11440,4/8/2014,18400,12840
11441,6/16/2011,18600,12841
11442,8/13/2014,18800,12842
11443,7/11/2012,19000,12843
11444,9/3/2013,19200,12844
11445,6/27/2013,19400,12845
11446,6/12/2012,19600,12846
11447,12/4/2014,19800,12847
11448,5/30/2012,18000,12848
11449,3/12/2014,18200,12849
11450,12/31/2012,18400,12850
11451,11/28/2012,18600,12851
11452,3/13/2012,18800,12852
11453,10/18/2011,19000,12853
11454,9/19/2013,19200,12854
11455,8/13/2014,19400,12855
11456,8/7/2014,19600,12856
11457,12/20/2012,19800,12857
11458,12/26/2011,18000,12858
11459,12/18/2014,18200,12859
11460,9/5/2012,18400,12860
11461,12/19/2013,18600,12861
11462,2/28/2012,18800,12862
11463,2/15/2014,19000,12863
11464,11/11/2013,19200,12864
11465,12/20/2013,19400,12865
11466,1/24/2011,19600,12866
11467,6/30/2014,19800,12867
11468,11/15/2013,18000,12868
11469,2/11/2014,18200,12869
11470,11/7/2014,18400,12870
11471,11/11/2014,18600,12871
11472,9/17/2014,18800,12872
11473,6/13/2013,19000,12873
11474,5/7/2014,19200,12874
11475,9/2/2014,19400,12875
11476,4/13/2012,19600,12876
11477,6/23/2014,19800,12877
11478,11/25/2014,18000,12878
11479,8/14/2012,18200,12879
11480,5/10/2014,18400,12880
11481,4/10/2014,18600,12881
11482,9/27/2014,18800,12882
11483,9/23/2014,19000,12883
11484,8/27/2013,19200,12884
11485,6/8/2013,19400,12885
11486,5/15/2013,19600,12886
11487,8/7/2014,19800,12887
11488,11/9/2012,18000,12888
11489,12/7/2012,18200,12889
11490,11/13/2012,18400,12890
11491,10/27/2014,18600,12891
11492,10/22/2013,18800,12892
11493,4/7/2012,19000,12893
11494,7/5/2012,19200,12894
11495,1/5/2013,19400,12895
11496,11/12/2014,19600,12896
11497,9/6/2014,19800,12897
11498,8/22/2013,18000,12898
11499,8/8/2012,18200,12899
11500,12/26/2013,18400,12900
11501,12/18/2013,18600,12901
11502,5/7/2014,18800,12902
11503,11/7/2012,19000,12903
11504,11/1/2011,19200,12904
11505,12/1/2011,19400,12905
11506,8/28/2014,19600,12906
11507,8/23/2014,19800,12907
11508,7/3/2014,18000,12908
11509,12/29/2014,18200,12909
11510,4/6/2012,18400,12910
11511,7/3/2014,18600,12911
11512,11/29/2011,18800,12912
11513,6/5/2013,19000,12913
11514,7/11/2011,19200,12914
11515,3/28/2012,19400,12915
11516,12/4/2014,19600,12916
11517,6/5/2014,19800,12917
11518,3/13/2012,18000,12918
11519,5/21/2011,18200,12919
11520,2/15/2012,18400,12920
11521,7/28/2014,18600,12921
11522,11/19/2012,18800,12922
11523,7/5/2011,19000,12923
11524,1/11/2013,19200,12924
11525,12/20/2013,19400,12925
11526,5/14/2012,19600,12926
11527,11/20/2014,19800,12927
11528,8/30/2013,18000,12928
11529,1/20/2011,18200,12929
11530,3/8/2011,18400,12930
11531,11/23/2011,18600,12931
11532,6/12/2014,18800,12932
11533,7/25/2013,19000,12933
11534,6/2/2011,19200,12934
11535,11/13/2013,19400,12935
11536,10/30/2012,19600,12936
11537,1/31/2014,19800,12937
11538,11/18/2013,18000,12938
11539,4/28/2014,18200,12939
11540,8/8/2012,18400,12940
11541,10/23/2014,18600,12941
11542,5/3/2013,18800,12942
11543,9/10/2014,19000,12943
11544,11/20/2013,19200,12944
11545,11/18/2014,19400,12945
11546,5/7/2013,19600,12946
11547,11/26/2013,19800,12947
11548,1/12/2012,18000,12948
11549,10/7/2013,18200,12949
11550,7/22/2013,18400,12950
11551,6/11/2014,18600,12951
11552,1/10/2014,18800,12952
11553,12/3/2014,19000,12953
11554,11/4/2011,19200,12954
11555,1/21/2014,19400,12955
11556,6/4/2013,19600,12956
11557,6/20/2012,19800,12957
11558,5/8/2014,18000,12958
11559,12/3/2014,18200,12959
11560,2/9/2012,18400,12960
11561,4/19/2013,18600,12961
11562,10/27/2012,18800,12962
11563,9/22/2014,19000,12963
11564,5/4/2014,19200,12964
11565,5/18/2012,19400,12965
11566,10/10/2012,19600,12966
11567,6/20/2014,19800,12967
11568,11/16/2013,18000,12968
11569,5/21/2014,18200,12969
11570,11/6/2013,18400,12970
11571,11/3/2014,18600,12971
11572,7/11/2013,18800,12972
11573,8/20/2014,19000,12973
11574,1/6/2014,19200,12974
11575,9/26/2013,19400,12975
11576,10/9/2014,19600,12976
11577,4/21/2014,19800,12977
11578,1/16/2012,18000,12978
11579,5/28/2011,18200,12979
11580,2/24/2014,18400,12980
11581,11/18/2011,18600,12981
11582,10/29/2014,18800,12982
11583,8/18/2011,19000,12983
11584,12/9/2013,19200,12984
11585,11/19/2014,19400,12985
11586,4/22/2014,19600,12986
11587,9/24/2014,19800,12987
11588,11/4/2013,18000,12988
11589,8/20/2011,18200,12989
11590,10/8/2012,18400,12990
11591,12/15/2011,18600,12991
11592,10/3/2014,18800,12992
11593,8/31/2013,19000,12993
11594,1/19/2013,19200,12994
11595,12/10/2014,19400,12995
11596,6/21/2014,19600,12996
11597,10/11/2014,19800,12997
11598,4/17/2012,18000,12998
11599,3/24/2014,18200,12999
11600,8/1/2012,18400,13000
11601,4/11/2013,18600,13001
11602,6/10/2014,18800,13002
11603,12/26/2014,19000,13003
11604,9/14/2011,19200,13004
11605,8/28/2012,19400,13005
11606,12/3/2011,19600,13006
11607,4/29/2014,19800,13007
11608,12/4/2013,18000,13008
11609,1/16/2014,18200,13009
11610,8/20/2014,18400,13010
11611,12/29/2014,18600,13011
11612,1/13/2014,18800,13012
11613,2/5/2014,19000,13013
11614,12/4/2013,19200,13014
11615,7/11/2014,19400,13015
11616,3/4/2014,19600,13016
11617,2/26/2014,19800,13017
11618,6/7/2012,18000,13018
11619,10/4/2013,18200,13019
11620,2/25/2012,18400,13020
11621,10/7/2014,18600,13021
11622,6/13/2012,18800,13022
11623,2/7/2013,19000,13023
11624,10/21/2013,19200,13024
11625,10/6/2011,19400,13025
11626,4/13/2012,19600,13026
11627,7/19/2013,19800,13027
11628,3/19/2013,18000,13028
11629,11/8/2011,18200,13029
11630,5/9/2011,18400,13030
11631,4/28/2014,18600,13031
11632,11/28/2014,18800,13032
11633,12/20/2012,19000,13033
11634,7/21/2012,19200,13034
11635,4/5/2013,19400,13035
11636,1/17/2012,19600,13036
11637,9/12/2014,19800,13037
11638,1/28/2013,18000,13038
11639,6/25/2012,18200,13039
11640,7/21/2014,18400,13040
11641,7/14/2012,18600,13041
11642,7/29/2011,18800,13042
11643,7/23/2012,19000,13043
11644,12/22/2011,19200,13044
11645,8/19/2013,19400,13045
11646,7/28/2014,19600,13046
11647,12/8/2014,19800,13047
11648,6/18/2012,18000,13048
11649,6/4/2014,18200,13049
11650,10/30/2014,18400,13050
11651,5/7/2014,18600,13051
11652,5/4/2013,18800,13052
11653,8/19/2014,19000,13053
11654,8/12/2014,19200,13054
11655,4/24/2014,19400,13055
11656,1/10/2012,19600,13056
11657,4/27/2011,19800,13057
11658,5/24/2012,18000,13058
11659,5/14/2012,18200,13059
11660,11/7/2011,18400,13060
11661,7/21/2014,18600,13061
11662,2/25/2014,18800,13062
11663,6/11/2014,19000,13063
11664,10/18/2012,19200,13064
11665,2/5/2013,19400,13065
11666,3/12/2013,19600,13066
11667,11/13/2013,19800,13067
11668,2/19/2014,18000,13068
11669,6/14/2014,18200,13069
11670,1/21/2013,18400,13070
11671,12/19/2013,18600,13071
11672,9/26/2014,18800,13072
11673,7/5/2012,19000,13073
11674,7/21/2012,19200,13074
11675,11/21/2014,19400,13075
11676,12/26/2012,19600,13076
11677,1/14/2014,19800,13077
11678,6/7/2013,18000,13078
11679,11/13/2013,18200,13079
11680,5/1/2014,18400,13080
11681,9/21/2014,18600,13081
11682,6/2/2012,18800,13082
11683,3/21/2013,19000,13083
11684,3/26/2013,19200,13084
11685,4/6/2012,19400,13085
11686,3/18/2011,19600,13086
11687,8/12/2014,19800,13087
11688,11/30/2014,18000,13088
11689,5/16/2014,18200,13089
11690,8/10/2012,18400,13090
11691,5/16/2013,18600,13091
11692,1/16/2013,18800,13092
11693,8/7/2014,19000,13093
11694,12/21/2011,19200,13094
11695,7/6/2011,19400,13095
11696,8/19/2014,19600,13096
11697,3/19/2014,19800,13097
11698,12/17/2012,18000,13098
11699,7/21/2011,18200,13099
11700,2/19/2013,18400,13100
11701,9/30/2014,18600,13101
11702,12/26/2011,18800,13102
11703,3/1/2013,19000,13103
11704,12/21/2011,19200,13104
11705,4/18/2013,19400,13105
11706,5/21/2011,19600,13106
11707,1/10/2012,19800,13107
11708,2/19/2013,18000,13108
11709,12/19/2013,18200,13109
11710,10/2/2012,18400,13110
11711,4/29/2014,18600,13111
11712,5/22/2012,18800,13112
11713,2/18/2011,19000,13113
11714,4/5/2013,19200,13114
11715,6/11/2014,19400,13115
11716,10/3/2012,19600,13116
11717,12/6/2013,19800,13117
11718,7/17/2013,18000,13118
11719,9/25/2014,18200,13119
11720,12/28/2012,18400,13120
11721,6/4/2014,18600,13121
11722,11/26/2014,18800,13122
11723,4/14/2014,19000,13123
11724,9/6/2013,19200,13124
11725,4/6/2012,19400,13125
11726,5/26/2014,19600,13126
11727,11/22/2011,19800,13127
11728,1/20/2014,18000,13128
11729,2/28/2012,18200,13129
11730,3/19/2014,18400,13130
11731,12/10/2014,18600,13131
11732,11/29/2011,18800,13132
11733,9/9/2014,19000,13133
11734,10/24/2014,19200,13134
11735,3/13/2013,19400,13135
11736,7/26/2013,19600,13136
11737,7/24/2012,19800,13137
11738,8/19/2014,18000,13138
11739,7/24/2013,18200,13139
11740,10/2/2013,18400,13140
11741,9/13/2011,18600,13141
11742,11/11/2011,18800,13142
11743,10/5/2012,19000,13143
11744,8/27/2012,19200,13144
11745,2/24/2014,19400,13145
11746,6/24/2013,19600,13146
11747,12/12/2012,19800,13147
11748,8/3/2013,18000,13148
11749,11/29/2014,18200,13149
11750,11/29/2011,18400,13150
11751,9/8/2014,18600,13151
11752,8/28/2014,18800,13152
11753,8/26/2014,19000,13153
11754,12/26/2013,19200,13154
11755,8/25/2011,19400,13155
11756,6/6/2013,19600,13156
11757,9/16/2013,19800,13157
11758,12/5/2012,18000,13158
11759,2/13/2014,18200,13159
11760,12/26/2012,18400,13160
11761,3/13/2013,18600,13161
11762,5/9/2012,18800,13162
11763,11/18/2013,19000,13163
11764,7/6/2012,19200,13164
11765,12/12/2011,19400,13165
11766,8/8/2014,19600,13166
11767,5/20/2014,19800,13167
11768,4/25/2012,18000,13168
11769,3/20/2014,18200,13169
11770,7/18/2012,18400,13170
11771,1/22/2014,18600,13171
11772,10/3/2013,18800,13172
11773,12/2/2014,19000,13173
11774,9/2/2013,19200,13174
11775,2/1/2012,19400,13175
11776,9/14/2013,19600,13176
11777,9/4/2013,19800,13177
11778,4/23/2012,18000,13178
11779,9/22/2012,18200,13179
11780,10/11/2014,18400,13180
11781,3/6/2014,18600,13181
11782,1/12/2011,18800,13182
11783,3/26/2012,19000,13183
11784,10/16/2013,19200,13184
11785,5/28/2013,19400,13185
11786,4/6/2012,19600,13186
11787,10/22/2012,19800,13187
11788,2/26/2011,18000,13188
11789,6/19/2012,18200,13189
11790,6/24/2013,18400,13190
11791,6/25/2012,18600,13191
11792,10/16/2012,18800,13192
11793,9/25/2013,19000,13193
11794,9/8/2014,19200,13194
11795,5/13/2013,19400,13195
11796,4/16/2014,19600,13196
11797,11/8/2012,19800,13197
11798,4/13/2012,18000,13198
11799,10/9/2014,18200,13199
11800,3/4/2013,18400,13200
11801,2/27/2014,18600,13201
11802,11/5/2013,18800,13202
11803,11/21/2014,19000,13203
11804,12/28/2014,19200,13204
11805,10/23/2014,19400,13205
11806,12/9/2014,19600,13206
11807,10/24/2012,19800,13207
11808,7/10/2012,18000,13208
11809,8/12/2011,18200,13209
11810,9/11/2012,18400,13210
11811,1/11/2013,18600,13211
11812,6/26/2013,18800,13212
11813,10/17/2014,19000,13213
11814,9/5/2014,19200,13214
11815,7/28/2014,19400,13215
11816,7/11/2012,19600,13216
11817,8/18/2012,19800,13217
11818,9/6/2011,18000,13218
11819,9/1/2014,18200,13219
11820,12/26/2014,18400,13220
11821,9/18/2014,18600,13221
11822,6/22/2011,18800,13222
11823,10/17/2014,19000,13223
11824,6/3/2014,19200,13224
11825,5/23/2011,19400,13225
11826,3/31/2014,19600,13226
11827,6/20/2011,19800,13227
11828,1/20/2012,18000,13228
11829,11/9/2013,18200,13229
11830,6/12/2012,18400,13230
11831,12/2/2014,18600,13231
11832,3/4/2014,18800,13232
11833,11/9/2011,19000,13233
11834,3/26/2014,19200,13234
11835,1/15/2013,19400,13235
11836,2/26/2014,19600,13236
11837,11/26/2013,19800,13237
11838,9/17/2014,18000,13238
11839,12/6/2014,18200,13239
11840,9/5/2013,18400,13240
11841,8/7/2012,18600,13241
11842,12/17/2014,18800,13242
11843,5/30/2012,19000,13243
11844,8/8/2012,19200,13244
11845,7/24/2014,19400,13245
11846,9/8/2011,19600,13246
11847,8/31/2011,19800,13247
11848,3/24/2014,18000,13248
11849,7/11/2012,18200,13249
11850,8/11/2014,18400,13250
11851,12/30/2011,18600,13251
11852,11/18/2014,18800,13252
11853,9/3/2012,19000,13253
11854,2/11/2014,19200,13254
11855,10/17/2011,19400,13255
11856,12/13/2011,19600,13256
11857,5/16/2013,19800,13257
11858,3/7/2012,18000,13258
11859,6/8/2013,18200,13259
11860,11/30/2012,18400,13260
11861,6/22/2011,18600,13261
11862,11/15/2013,18800,13262
11863,9/19/2013,19000,13263
11864,5/25/2011,19200,13264
11865,9/18/2012,19400,13265
11866,12/28/2013,19600,13266
11867,12/11/2012,19800,13267
11868,7/4/2013,18000,13268
11869,10/24/2013,18200,13269
11870,10/13/2014,18400,13270
11871,3/4/2014,18600,13271
11872,12/22/2011,18800,13272
11873,8/31/2013,19000,13273
11874,5/29/2013,19200,13274
11875,4/13/2011,19400,13275
11876,8/13/2014,19600,13276
11877,9/26/2012,19800,13277
11878,7/6/2013,18000,13278
11879,4/24/2014,18200,13279
11880,7/18/2014,18400,13280
11881,9/10/2013,18600,13281
11882,10/8/2013,18800,13282
11883,10/4/2013,19000,13283
11884,7/10/2014,19200,13284
11885,9/26/2013,19400,13285
11886,12/2/2013,19600,13286
11887,9/29/2011,19800,13287
11888,5/28/2013,18000,13288
11889,1/3/2012,18200,13289
11890,3/20/2014,18400,13290
11891,11/24/2014,18600,13291
11892,2/28/2012,18800,13292
11893,7/22/2011,19000,13293
11894,9/6/2012,19200,13294
11895,5/2/2012,19400,13295
11896,11/14/2012,19600,13296
11897,6/17/2011,19800,13297
11898,10/29/2013,18000,13298
11899,1/10/2013,18200,13299
11900,11/17/2012,18400,13300
11901,4/21/2011,18600,13301
11902,3/22/2014,18800,13302
11903,1/7/2013,19000,13303
11904,6/20/2012,19200,13304
11905,5/24/2014,19400,13305
11906,4/1/2013,19600,13306
11907,12/26/2011,19800,13307
11908,6/27/2012,18000,13308
11909,11/19/2014,18200,13309
11910,7/26/2012,18400,13310
11911,10/10/2011,18600,13311
11912,8/9/2011,18800,13312
11913,9/8/2014,19000,13313
11914,12/30/2011,19200,13314
11915,3/10/2014,19400,13315
11916,11/1/2013,19600,13316
11917,2/26/2013,19800,13317
11918,2/18/2013,18000,13318
11919,12/3/2014,18200,13319
11920,9/26/2011,18400,13320
11921,3/4/2014,18600,13321
11922,10/1/2012,18800,13322
11923,10/22/2014,19000,13323
11924,9/9/2014,19200,13324
11925,3/2/2011,19400,13325
11926,7/26/2014,19600,13326
11927,11/12/2014,19800,13327
11928,9/9/2014,18000,13328
11929,11/27/2014,18200,13329
11930,6/15/2014,18400,13330
11931,8/18/2012,18600,13331
11932,5/9/2014,18800,13332
11933,11/4/2011,19000,13333
11934,5/7/2014,19200,13334
11935,6/3/2011,19400,13335
11936,9/4/2013,19600,13336
11937,10/24/2011,19800,13337
11938,5/1/2013,18000,13338
11939,8/6/2012,18200,13339
11940,8/31/2012,18400,13340
11941,9/17/2012,18600,13341
11942,11/3/2012,18800,13342
11943,3/28/2014,19000,13343
11944,6/4/2014,19200,13344
11945,10/11/2013,19400,13345
11946,6/10/2014,19600,13346
11947,3/4/2013,19800,13347
11948,11/4/2011,18000,13348
11949,7/30/2014,18200,13349
11950,8/3/2012,18400,13350
11951,3/30/2011,18600,13351
11952,6/30/2014,18800,13352
11953,2/14/2011,19000,13353
11954,5/13/2014,19200,13354
11955,7/27/2011,19400,13355
11956,1/9/2013,19600,13356
11957,5/9/2014,19800,13357
11958,7/5/2014,18000,13358
11959,8/18/2014,18200,13359
11960,7/25/2011,18400,13360
11961,11/2/2011,18600,13361
11962,12/20/2013,18800,13362
11963,12/19/2012,19000,13363
11964,3/31/2014,19200,13364
11965,8/26/2013,19400,13365
11966,5/24/2011,19600,13366
11967,11/18/2011,19800,13367
11968,12/24/2013,18000,13368
11969,8/24/2012,18200,13369
11970,5/8/2012,18400,13370
11971,5/13/2011,18600,13371
11972,1/2/2012,18800,13372
11973,6/23/2014,19000,13373
11974,1/17/2013,19200,13374
11975,4/26/2012,19400,13375
11976,6/8/2014,19600,13376
11977,12/5/2014,19800,13377
11978,11/18/2013,18000,13378
11979,5/12/2014,18200,13379
11980,12/31/2011,18400,13380
11981,9/20/2014,18600,13381
11982,12/4/2012,18800,13382
11983,5/7/2011,19000,13383
11984,6/26/2014,19200,13384
11985,8/9/2014,19400,13385
11986,9/2/2011,19600,13386
11987,12/2/2014,19800,13387
11988,5/4/2012,18000,13388
11989,9/16/2014,18200,13389
11990,8/14/2014,18400,13390
11991,12/16/2014,18600,13391
11992,8/9/2012,18800,13392
11993,8/7/2014,19000,13393
11994,3/13/2012,19200,13394
11995,11/1/2011,19400,13395
11996,4/16/2012,19600,13396
11997,1/17/2013,19800,13397
11998,11/10/2014,18000,13398
11999,8/9/2014,18200,13399
12000,12/4/2012,18400,13400
12001,5/9/2014,18600,13401
12002,11/25/2014,18800,13402
12003,12/21/2011,19000,13403
12004,5/31/2013,19200,13404
12005,4/1/2013,19400,13405
12006,11/4/2011,19600,13406
12007,6/4/2013,19800,13407
12008,9/1/2012,18000,13408
12009,3/28/2011,18200,13409
12010,9/10/2013,18400,13410
12011,7/26/2014,18600,13411
12012,8/18/2012,18800,13412
12013,3/8/2012,19000,13413
12014,12/26/2014,19200,13414
12015,10/19/2012,19400,13415
12016,11/15/2013,19600,13416
12017,5/5/2014,19800,13417
12018,9/30/2011,18000,13418
12019,6/15/2012,18200,13419
12020,5/10/2011,18400,13420
12021,9/10/2014,18600,13421
12022,6/8/2013,18800,13422
