CardRefundID,RefundDate,Amount,ReturnOrderID
CR14585,8/10/2014,19396,19585
CR14586,9/4/2014,19596,19586
CR14587,10/10/2012,19796,19587
CR14588,10/27/2011,17996,19588
CR14589,10/10/2013,18196,19589
CR14590,3/9/2013,18396,19590
CR14591,8/15/2012,18596,19591
CR14592,3/25/2014,18796,19592
CR14593,12/14/2013,18996,19593
CR14594,12/30/2014,19196,19594
CR14595,8/24/2014,19396,19595
CR14596,10/28/2011,19596,19596
CR14597,1/3/2012,19796,19597
CR14598,10/17/2012,17996,19598
CR14599,8/23/2011,18196,19599
CR14600,2/27/2014,18396,19600
CR14601,10/29/2014,18596,19601
CR14602,7/4/2013,18796,19602
CR14603,6/19/2012,18996,19603
CR14604,4/26/2012,19196,19604
CR14605,7/24/2014,19396,19605
CR14606,5/18/2012,19596,19606
CR14607,8/11/2011,19796,19607
CR14608,9/25/2012,17996,19608
CR14609,1/26/2012,18196,19609
CR14610,2/13/2014,18396,19610
CR14611,3/20/2014,18596,19611
CR14612,11/26/2014,18796,19612
CR14613,4/1/2014,18996,19613
CR14614,5/18/2014,19196,19614
CR14615,7/9/2013,19396,19615
CR14616,8/23/2013,19596,19616
CR14617,9/19/2013,19796,19617
CR14618,12/8/2011,17996,19618
CR14619,3/31/2011,18196,19619
CR14620,12/20/2013,18396,19620
CR14621,9/3/2014,18596,19621
CR14622,8/30/2011,18796,19622
CR14623,5/18/2014,18996,19623
CR14624,6/27/2014,19196,19624
CR14625,12/9/2012,19396,19625
CR14626,10/27/2012,19596,19626
CR14627,11/28/2013,19796,19627
CR14628,4/9/2011,17996,19628
CR14629,6/19/2011,18196,19629
CR14630,9/19/2014,18396,19630
CR14631,1/5/2014,18596,19631
CR14632,9/17/2014,18796,19632
CR14633,8/22/2012,18996,19633
CR14634,5/16/2012,19196,19634
CR14635,7/11/2013,19396,19635
CR14636,6/22/2013,19596,19636
CR14637,12/12/2014,19796,19637
CR14638,11/30/2013,17996,19638
CR14639,2/14/2014,18196,19639
CR14640,1/3/2014,18396,19640
CR14641,4/23/2014,18596,19641
CR14642,5/4/2014,18796,19642
CR14643,9/9/2012,18996,19643
CR14644,6/24/2012,19196,19644
CR14645,8/30/2014,19396,19645
CR14646,1/25/2012,19596,19646
CR14647,10/21/2013,19796,19647
CR14648,8/15/2013,17996,19648
CR14649,7/12/2011,18196,19649
CR14650,11/7/2014,18396,19650
CR14651,9/11/2013,18596,19651
CR14652,8/20/2014,18796,19652
CR14653,3/10/2014,18996,19653
CR14654,11/4/2014,19196,19654
CR14655,4/28/2011,19396,19655
CR14656,10/3/2012,19596,19656
CR14657,8/3/2013,19796,19657
CR14658,9/13/2013,17996,19658
CR14659,5/4/2013,18196,19659
CR14660,9/20/2011,18396,19660
CR14661,8/30/2013,18596,19661
CR14662,7/16/2013,18796,19662
CR14663,7/5/2013,18996,19663
CR14664,9/7/2011,19196,19664
CR14665,10/29/2011,19396,19665
CR14666,9/16/2012,19596,19666
CR14667,8/21/2013,19796,19667
CR14668,1/4/2012,17996,19668
CR14669,3/16/2014,18196,19669
CR14670,12/4/2012,18396,19670
CR14671,9/3/2013,18596,19671
CR14672,9/19/2011,18796,19672
CR14673,5/7/2011,18996,19673
CR14674,4/22/2011,19196,19674
CR14675,12/26/2012,19396,19675
CR14676,2/14/2013,19596,19676
CR14677,6/23/2013,19796,19677
CR14678,12/23/2011,17996,19678
CR14679,4/1/2014,18196,19679
CR14680,9/18/2013,18396,19680
CR14681,8/23/2013,18596,19681
CR14682,10/10/2014,18796,19682
CR14683,7/5/2012,18996,19683
CR14684,12/28/2013,19196,19684
CR14685,6/10/2014,19396,19685
CR14686,1/18/2013,19596,19686
CR14687,5/17/2013,19796,19687
CR14688,9/17/2014,17996,19688
CR14689,4/10/2014,18196,19689
CR14690,8/27/2014,18396,19690
CR14691,9/29/2012,18596,19691
CR14692,9/7/2013,18796,19692
CR14693,11/6/2012,18996,19693
CR14694,9/29/2013,19196,19694
CR14695,10/3/2012,19396,19695
CR14696,3/20/2014,19596,19696
CR14697,8/26/2014,19796,19697
CR14698,8/26/2014,17996,19698
CR14699,7/26/2013,18196,19699
CR14700,3/28/2014,18396,19700
CR14701,11/21/2013,18596,19701
CR14702,9/18/2013,18796,19702
CR14703,11/18/2012,18996,19703
CR14704,1/18/2013,19196,19704
CR14705,9/5/2012,19396,19705
CR14706,7/6/2012,19596,19706
CR14707,1/29/2012,19796,19707
CR14708,7/12/2013,17996,19708
CR14709,9/11/2014,18196,19709
CR14710,12/4/2014,18396,19710
CR14711,11/9/2013,18596,19711
CR14712,11/22/2012,18796,19712
CR14713,5/28/2014,18996,19713
CR14714,1/11/2012,19196,19714
CR14715,12/3/2013,19396,19715
CR14716,12/23/2012,19596,19716
CR14717,10/23/2011,19796,19717
CR14718,2/12/2011,17996,19718
CR14719,5/7/2013,18196,19719
CR14720,9/3/2014,18396,19720
CR14721,5/9/2014,18596,19721
CR14722,10/18/2013,18796,19722
CR14723,11/14/2014,18996,19723
CR14724,11/27/2013,19196,19724
CR14725,7/5/2013,19396,19725
CR14726,9/24/2014,19596,19726
CR14727,12/27/2014,19796,19727
CR14728,11/12/2014,17996,19728
CR14729,7/11/2012,18196,19729
CR14730,9/12/2014,18396,19730
CR14731,10/16/2013,18596,19731
CR14732,5/4/2012,18796,19732
CR14733,7/30/2014,18996,19733
CR14734,7/26/2012,19196,19734
CR14735,5/27/2014,19396,19735
CR14736,8/20/2011,19596,19736
CR14737,5/2/2012,19796,19737
CR14738,5/27/2014,17996,19738
CR14739,4/3/2013,18196,19739
CR14740,4/16/2014,18396,19740
CR14741,9/10/2013,18596,19741
CR14742,2/18/2012,18796,19742
CR14743,8/1/2014,18996,19743
CR14744,11/22/2013,19196,19744
CR14745,4/25/2014,19396,19745
CR14746,12/12/2014,19596,19746
CR14747,10/30/2012,19796,19747
CR14748,8/21/2014,17996,19748
CR14749,12/31/2014,18196,19749
CR14750,2/15/2011,18396,19750
CR14751,9/18/2014,18596,19751
CR14752,9/17/2013,18796,19752
CR14753,12/4/2013,18996,19753
CR14754,4/24/2014,19196,19754
CR14755,3/2/2011,19396,19755
CR14756,4/14/2013,19596,19756
CR14757,8/16/2013,19796,19757
CR14758,4/29/2014,17996,19758
CR14759,6/15/2013,18196,19759
CR14760,8/9/2013,18396,19760
CR14761,1/12/2012,18596,19761
CR14762,8/21/2011,18796,19762
CR14763,10/5/2014,18996,19763
CR14764,10/4/2013,19196,19764
CR14765,10/22/2013,19396,19765
CR14766,2/22/2011,19596,19766
CR14767,7/7/2013,19796,19767
CR14768,10/9/2012,17996,19768
CR14769,4/3/2013,18196,19769
CR14770,6/6/2014,18396,19770
CR14771,7/29/2014,18596,19771
CR14772,11/19/2011,18796,19772
CR14773,8/31/2012,18996,19773
CR14774,6/23/2013,19196,19774
CR14775,5/16/2014,19396,19775
CR14776,9/15/2012,19596,19776
CR14777,6/22/2014,19796,19777
CR14778,11/13/2013,17996,19778
CR14779,5/26/2011,18196,19779
CR14780,2/7/2012,18396,19780
CR14781,4/24/2013,18596,19781
CR14782,2/15/2013,18796,19782
CR14783,9/12/2014,18996,19783
CR14784,3/5/2011,19196,19784
CR14785,7/11/2013,19396,19785
CR14786,7/21/2012,19596,19786
CR14787,5/12/2011,19796,19787
CR14788,6/9/2012,17996,19788
CR14789,9/6/2011,18196,19789
CR14790,6/2/2012,18396,19790
CR14791,3/13/2013,18596,19791
CR14792,12/14/2013,18796,19792
CR14793,1/2/2013,18996,19793
CR14794,12/8/2013,19196,19794
CR14795,12/4/2014,19396,19795
CR14796,5/22/2014,19596,19796
CR14797,7/17/2014,19796,19797
CR14798,10/6/2011,17996,19798
CR14799,10/3/2012,18196,19799
CR14800,8/30/2012,18396,19800
CR14801,2/23/2011,18596,19801
CR14802,11/7/2014,18796,19802
CR14803,11/26/2013,18996,19803
CR14804,10/1/2014,19196,19804
CR14805,9/24/2013,19396,19805
CR14806,9/3/2014,19596,19806
CR14807,11/19/2014,19796,19807
CR14808,8/9/2013,17996,19808
CR14809,2/7/2014,18196,19809
CR14810,10/11/2014,18396,19810
CR14811,10/18/2012,18596,19811
CR14812,5/6/2011,18796,19812
CR14813,12/8/2012,18996,19813
CR14814,2/27/2012,19196,19814
CR14815,3/4/2014,19396,19815
CR14816,7/5/2014,19596,19816
CR14817,2/8/2013,19796,19817
CR14818,12/6/2012,17996,19818
CR14819,2/18/2014,18196,19819
CR14820,11/18/2012,18396,19820
CR14821,10/3/2014,18596,19821
CR14822,3/22/2014,18796,19822
CR14823,5/21/2011,18996,19823
CR14824,12/27/2014,19196,19824
CR14825,6/19/2013,19396,19825
CR14826,1/3/2013,19596,19826
CR14827,8/7/2014,19796,19827
CR14828,6/12/2013,17996,19828
CR14829,2/13/2013,18196,19829
CR14830,1/19/2014,18396,19830
CR14831,2/1/2011,18596,19831
CR14832,6/14/2011,18796,19832
CR14833,5/19/2012,18996,19833
CR14834,3/4/2014,19196,19834
CR14835,9/5/2014,19396,19835
CR14836,10/16/2014,19596,19836
CR14837,9/24/2014,19796,19837
CR14838,5/15/2011,17996,19838
CR14839,5/18/2011,18196,19839
CR14840,10/27/2012,18396,19840
CR14841,9/13/2013,18596,19841
CR14842,3/20/2013,18796,19842
CR14843,12/27/2013,18996,19843
CR14844,4/1/2014,19196,19844
CR14845,4/14/2014,19396,19845
CR14846,11/22/2014,19596,19846
CR14847,1/6/2015,19796,19847
CR14848,9/26/2012,17996,19848
CR14849,3/23/2014,18196,19849
CR14850,10/2/2013,18396,19850
CR14851,11/8/2013,18596,19851
CR14852,8/21/2013,18796,19852
CR14853,7/17/2014,18996,19853
CR14854,7/8/2014,19196,19854
CR14855,4/17/2013,19396,19855
CR14856,8/5/2014,19596,19856
CR14857,5/15/2013,19796,19857
CR14858,9/5/2014,17996,19858
CR14859,10/3/2013,18196,19859
CR14860,10/12/2013,18396,19860
CR14861,9/25/2013,18596,19861
CR14862,7/27/2014,18796,19862
CR14863,12/16/2014,18996,19863
CR14864,8/16/2014,19196,19864
CR14865,4/21/2013,19396,19865
CR14866,2/23/2013,19596,19866
CR14867,10/15/2014,19796,19867
CR14868,7/20/2011,17996,19868
CR14869,9/4/2014,18196,19869
CR14870,11/24/2013,18396,19870
CR14871,9/24/2012,18596,19871
CR14872,4/5/2013,18796,19872
CR14873,8/4/2013,18996,19873
CR14874,8/25/2012,19196,19874
CR14875,7/19/2011,19396,19875
CR14876,12/1/2012,19596,19876
CR14877,10/9/2013,19796,19877
CR14878,9/3/2014,17996,19878
CR14879,11/29/2011,18196,19879
CR14880,6/29/2012,18396,19880
CR14881,6/16/2012,18596,19881
CR14882,6/18/2013,18796,19882
CR14883,6/5/2013,18996,19883
CR14884,2/3/2011,19196,19884
CR14885,6/15/2011,19396,19885
CR14886,12/25/2014,19596,19886
CR14887,12/12/2014,19796,19887
CR14888,3/20/2013,17996,19888
CR14889,3/1/2011,18196,19889
CR14890,7/19/2013,18396,19890
CR14891,8/14/2012,18596,19891
CR14892,10/10/2014,18796,19892
CR14893,10/5/2011,18996,19893
CR14894,9/28/2014,19196,19894
CR14895,5/9/2014,19396,19895
CR14896,11/22/2014,19596,19896
CR14897,8/10/2012,19796,19897
CR14898,9/3/2014,17996,19898
CR14899,4/28/2012,18196,19899
CR14900,4/22/2014,18396,19900
CR14901,2/5/2014,18596,19901
CR14902,11/1/2014,18796,19902
CR14903,3/13/2013,18996,19903
CR14904,12/1/2012,19196,19904
CR14905,12/21/2011,19396,19905
CR14906,9/11/2014,19596,19906
CR14907,11/21/2013,19796,19907
CR14908,12/27/2011,17996,19908
CR14909,7/7/2012,18196,19909
CR14910,4/30/2011,18396,19910
CR14911,6/21/2013,18596,19911
CR14912,11/16/2014,18796,19912
CR14913,3/4/2011,18996,19913
CR14914,9/18/2012,19196,19914
CR14915,9/21/2013,19396,19915
CR14916,4/24/2014,19596,19916
CR14917,3/30/2014,19796,19917
CR14918,9/6/2014,17996,19918
CR14919,8/24/2011,18196,19919
CR14920,5/4/2012,18396,19920
CR14921,11/14/2011,18596,19921
CR14922,7/8/2011,18796,19922
CR14923,3/28/2014,18996,19923
CR14924,6/9/2014,19196,19924
CR14925,4/26/2012,19396,19925
CR14926,1/4/2014,19596,19926
CR14927,3/12/2013,19796,19927
CR14928,11/18/2011,17996,19928
CR14929,2/27/2014,18196,19929
CR14930,12/16/2012,18396,19930
CR14931,11/6/2014,18596,19931
CR14932,9/22/2011,18796,19932
CR14933,6/6/2014,18996,19933
CR14934,2/21/2014,19196,19934
CR14935,12/9/2014,19396,19935
CR14936,5/7/2012,19596,19936
CR14937,9/1/2013,19796,19937
CR14938,12/29/2011,17996,19938
CR14939,11/21/2014,18196,19939
CR14940,12/23/2012,18396,19940
CR14941,9/23/2014,18596,19941
CR14942,3/21/2013,18796,19942
CR14943,9/28/2013,18996,19943
CR14944,8/10/2014,19196,19944
CR14945,5/2/2014,19396,19945
CR14946,9/18/2014,19596,19946
CR14947,10/10/2014,19796,19947
CR14948,6/15/2013,17996,19948
CR14949,3/14/2014,18196,19949
CR14950,4/1/2014,18396,19950
CR14951,5/22/2013,18596,19951
CR14952,12/3/2014,18796,19952
CR14953,11/26/2014,18996,19953
CR14954,6/20/2013,19196,19954
CR14955,1/14/2014,19396,19955
CR14956,5/16/2014,19596,19956
CR14957,9/24/2014,19796,19957
CR14958,6/12/2013,17996,19958
CR14959,8/14/2014,18196,19959
CR14960,4/9/2014,18396,19960
CR14961,7/2/2014,18596,19961
CR14962,6/16/2011,18796,19962
CR14963,6/10/2014,18996,19963
CR14964,12/4/2013,19196,19964
CR14965,11/19/2012,19396,19965
CR14966,12/29/2012,19596,19966
CR14967,10/25/2013,19796,19967
CR14968,8/23/2013,17996,19968
CR14969,1/3/2014,18196,19969
CR14970,10/25/2012,18396,19970
CR14971,7/20/2012,18596,19971
CR14972,11/5/2011,18796,19972
CR14973,11/28/2012,18996,19973
CR14974,6/20/2012,19196,19974
CR14975,10/23/2013,19396,19975
CR14976,3/25/2011,19596,19976
CR14977,5/16/2013,19796,19977
CR14978,9/13/2013,17996,19978
CR14979,11/28/2014,18196,19979
CR14980,12/25/2014,18396,19980
CR14981,9/3/2014,18596,19981
CR14982,11/24/2014,18796,19982
CR14983,8/10/2012,18996,19983
CR14984,6/5/2014,19196,19984
CR14985,5/11/2013,19396,19985
CR14986,1/5/2012,19596,19986
CR14987,5/10/2014,19796,19987
CR14988,6/23/2012,17996,19988
CR14989,4/27/2013,18196,19989
CR14990,8/28/2012,18396,19990
CR14991,8/5/2014,18596,19991
CR14992,1/22/2012,18796,19992
CR14993,2/17/2013,18996,19993
CR14994,1/1/2013,19196,19994
CR14995,10/11/2013,19396,19995
CR14996,11/20/2012,19596,19996
CR14997,10/5/2011,19796,19997
CR14998,6/25/2014,17996,19998
CR14999,11/30/2013,18196,19999
CR15000,4/8/2014,18396,20000
CR15001,3/4/2014,18596,20001
CR15002,4/14/2014,18796,20002
CR15003,6/20/2013,18996,20003
CR15004,3/11/2011,19196,20004
CR15005,5/29/2014,19396,20005
CR15006,3/23/2012,19596,20006
CR15007,12/27/2014,19796,20007
CR15008,12/30/2012,17996,20008
CR15009,9/29/2013,18196,20009
CR15010,11/1/2014,18396,20010
CR15011,9/6/2012,18596,20011
CR15012,9/4/2013,18796,20012
CR15013,9/17/2013,18996,20013
CR15014,10/10/2012,19196,20014
CR15015,1/6/2012,19396,20015
CR15016,8/11/2012,19596,20016
CR15017,6/8/2013,19796,20017
CR15018,6/25/2014,17996,20018
CR15019,9/5/2013,18196,20019
CR15020,12/10/2014,18396,20020
CR15021,2/3/2011,18596,20021
CR15022,11/27/2014,18796,20022
CR15023,7/20/2012,18996,20023
CR15024,9/3/2012,19196,20024
CR15025,9/10/2011,19396,20025
CR15026,7/2/2014,19596,20026
CR15027,5/9/2014,19796,20027
CR15028,4/3/2014,17996,20028
CR15029,12/13/2014,18196,20029
CR15030,8/14/2012,18396,20030
CR15031,10/6/2012,18596,20031
CR15032,3/10/2012,18796,20032
CR15033,8/16/2014,18996,20033
CR15034,1/11/2013,19196,20034
CR15035,6/22/2013,19396,20035
CR15036,8/1/2013,19596,20036
CR15037,9/15/2012,19796,20037
CR15038,4/17/2014,17996,20038
CR15039,3/20/2014,18196,20039
CR15040,8/10/2011,18396,20040
CR15041,7/6/2013,18596,20041
CR15042,9/16/2014,18796,20042
CR15043,11/21/2012,18996,20043
CR15044,6/8/2012,19196,20044
CR15045,12/11/2013,19396,20045
CR15046,3/1/2014,19596,20046
CR15047,7/7/2013,19796,20047
CR15048,8/1/2013,17996,20048
CR15049,2/9/2011,18196,20049
CR15050,11/17/2012,18396,20050
CR15051,5/27/2011,18596,20051
CR15052,5/23/2014,18796,20052
CR15053,1/7/2012,18996,20053
CR15054,11/18/2012,19196,20054
CR15055,10/30/2013,19396,20055
CR15056,11/26/2014,19596,20056
CR15057,4/25/2012,19796,20057
CR15058,6/26/2013,17996,20058
CR15059,10/8/2011,18196,20059
CR15060,12/11/2012,18396,20060
CR15061,4/11/2014,18596,20061
CR15062,5/3/2014,18796,20062
CR15063,9/15/2011,18996,20063
CR15064,6/11/2013,19196,20064
CR15065,7/1/2014,19396,20065
CR15066,8/27/2011,19596,20066
CR15067,4/1/2014,19796,20067
CR15068,10/9/2013,17996,20068
CR15069,2/14/2012,18196,20069
CR15070,11/21/2012,18396,20070
CR15071,5/22/2013,18596,20071
CR15072,9/28/2011,18796,20072
CR15073,9/23/2011,18996,20073
CR15074,4/26/2011,19196,20074
CR15075,6/29/2013,19396,20075
CR15076,7/16/2014,19596,20076
CR15077,10/24/2014,19796,20077
CR15078,11/13/2012,17996,20078
CR15079,7/20/2013,18196,20079
CR15080,12/31/2014,18396,20080
CR15081,1/30/2013,18596,20081
CR15082,3/24/2011,18796,20082
CR15083,4/27/2013,18996,20083
CR15084,12/1/2012,19196,20084
CR15085,9/21/2013,19396,20085
CR15086,7/2/2014,19596,20086
CR15087,8/1/2014,19796,20087
CR15088,5/24/2014,17996,20088
CR15089,4/26/2014,18196,20089
CR15090,1/1/2015,18396,20090
CR15091,12/23/2011,18596,20091
CR15092,6/21/2011,18796,20092
CR15093,10/17/2014,18996,20093
CR15094,11/15/2011,19196,20094
CR15095,5/28/2013,19396,20095
CR15096,4/10/2014,19596,20096
CR15097,8/22/2012,19796,20097
CR15098,5/23/2014,17996,20098
CR15099,7/1/2011,18196,20099
CR15100,8/14/2012,18396,20100
CR15101,9/27/2011,18596,20101
CR15102,7/28/2011,18796,20102
CR15103,3/27/2013,18996,20103
CR15104,8/30/2014,19196,20104
CR15105,1/18/2013,19396,20105
CR15106,7/7/2012,19596,20106
CR15107,1/3/2015,19796,20107
CR15108,9/2/2011,17996,20108
CR15109,3/9/2011,18196,20109
CR15110,11/14/2013,18396,20110
CR15111,2/4/2013,18596,20111
CR15112,11/6/2012,18796,20112
CR15113,8/22/2014,18996,20113
CR15114,10/3/2012,19196,20114
CR15115,9/2/2014,19396,20115
CR15116,3/4/2011,19596,20116
CR15117,7/5/2014,19796,20117
CR15118,9/23/2014,17996,20118
CR15119,10/21/2014,18196,20119
CR15120,1/23/2014,18396,20120
CR15121,9/10/2014,18596,20121
CR15122,11/18/2014,18796,20122
CR15123,4/9/2013,18996,20123
CR15124,6/9/2012,19196,20124
CR15125,8/12/2011,19396,20125
CR15126,9/25/2012,19596,20126
CR15127,12/11/2014,19796,20127
CR15128,12/3/2013,17996,20128
CR15129,9/25/2013,18196,20129
CR15130,12/28/2011,18396,20130
CR15131,7/27/2013,18596,20131
CR15132,10/12/2011,18796,20132
CR15133,12/6/2013,18996,20133
CR15134,11/23/2012,19196,20134
CR15135,3/22/2014,19396,20135
CR15136,8/22/2013,19596,20136
CR15137,10/30/2013,19796,20137
CR15138,11/12/2011,17996,20138
CR15139,12/19/2014,18196,20139
CR15140,4/10/2014,18396,20140
CR15141,7/7/2012,18596,20141
CR15142,6/8/2012,18796,20142
CR15143,2/11/2014,18996,20143
CR15144,10/7/2012,19196,20144
CR15145,11/16/2013,19396,20145
CR15146,3/29/2012,19596,20146
CR15147,7/10/2013,19796,20147
CR15148,7/18/2012,17996,20148
CR15149,6/29/2014,18196,20149
CR15150,10/17/2012,18396,20150
CR15151,9/19/2014,18596,20151
CR15152,2/25/2014,18796,20152
CR15153,9/7/2013,18996,20153
CR15154,9/6/2013,19196,20154
CR15155,9/14/2013,19396,20155
CR15156,8/2/2012,19596,20156
CR15157,3/30/2013,19796,20157
CR15158,12/24/2013,17996,20158
CR15159,9/17/2013,18196,20159
CR15160,5/6/2012,18396,20160
CR15161,5/30/2013,18596,20161
CR15162,5/20/2014,18796,20162
CR15163,8/28/2014,18996,20163
CR15164,1/8/2013,19196,20164
CR15165,6/21/2013,19396,20165
CR15166,10/12/2011,19596,20166
CR15167,11/16/2012,19796,20167
CR15168,2/2/2014,17996,20168
CR15169,11/21/2012,18196,20169
CR15170,3/26/2013,18396,20170
CR15171,9/11/2013,18596,20171
CR15172,9/12/2012,18796,20172
CR15173,9/11/2014,18996,20173
CR15174,8/20/2011,19196,20174
CR15175,12/19/2012,19396,20175
CR15176,7/10/2014,19596,20176
CR15177,1/21/2014,19796,20177
CR15178,9/29/2011,17996,20178
CR15179,9/14/2011,18196,20179
CR15180,8/15/2012,18396,20180
CR15181,12/13/2014,18596,20181
CR15182,2/17/2012,18796,20182
CR15183,7/2/2011,18996,20183
CR15184,4/18/2013,19196,20184
CR15185,2/15/2014,19396,20185
CR15186,12/17/2011,19596,20186
CR15187,11/16/2012,19796,20187
CR15188,1/8/2013,17996,20188
CR15189,10/1/2014,18196,20189
CR15190,9/13/2011,18396,20190
CR15191,4/10/2013,18596,20191
CR15192,12/26/2013,18796,20192
CR15193,10/19/2014,18996,20193
CR15194,9/10/2011,19196,20194
CR15195,6/7/2014,19396,20195
CR15196,11/14/2013,19596,20196
CR15197,1/5/2012,19796,20197
CR15198,7/9/2013,17996,20198
CR15199,9/25/2014,18196,20199
CR15200,11/21/2014,18396,20200
CR15201,9/19/2013,18596,20201
CR15202,3/11/2014,18796,20202
CR15203,10/22/2013,18996,20203
CR15204,6/14/2014,19196,20204
CR15205,12/3/2013,19396,20205
CR15206,7/6/2014,19596,20206
CR15207,2/21/2014,19796,20207
CR15208,2/8/2011,17996,20208
CR15209,10/27/2012,18196,20209
CR15210,6/30/2011,18396,20210
CR15211,12/20/2012,18596,20211
CR15212,4/30/2011,18796,20212
CR15213,12/28/2011,18996,20213
CR15214,10/22/2011,19196,20214
CR15215,1/1/2014,19396,20215
CR15216,7/31/2012,19596,20216
CR15217,3/13/2013,19796,20217
CR15218,10/23/2013,17996,20218
CR15219,6/23/2012,18196,20219
CR15220,7/19/2012,18396,20220
CR15221,12/19/2014,18596,20221
CR15222,3/7/2013,18796,20222
CR15223,10/4/2012,18996,20223
CR15224,12/24/2014,19196,20224
CR15225,12/6/2014,19396,20225
CR15226,3/5/2014,19596,20226
CR15227,1/3/2015,19796,20227
CR15228,8/14/2013,17996,20228
CR15229,8/28/2012,18196,20229
CR15230,3/12/2014,18396,20230
CR15231,7/4/2012,18596,20231
CR15232,5/31/2014,18796,20232
CR15233,6/22/2011,18996,20233
CR15234,8/14/2013,19196,20234
CR15235,11/30/2013,19396,20235
CR15236,7/30/2013,19596,20236
CR15237,8/5/2014,19796,20237
CR15238,7/23/2014,17996,20238
CR15239,12/9/2014,18196,20239
CR15240,4/4/2014,18396,20240
CR15241,12/25/2012,18596,20241
CR15242,3/20/2013,18796,20242
CR15243,6/6/2013,18996,20243
CR15244,4/19/2012,19196,20244
CR15245,11/19/2013,19396,20245
CR15246,2/14/2013,19596,20246
CR15247,9/29/2012,19796,20247
CR15248,2/9/2012,17996,20248
CR15249,12/11/2011,18196,20249
CR15250,12/24/2013,18396,20250
CR15251,11/21/2014,18596,20251
CR15252,9/24/2013,18796,20252
CR15253,2/3/2012,18996,20253
CR15254,9/11/2014,19196,20254
CR15255,3/14/2014,19396,20255
CR15256,6/3/2011,19596,20256
CR15257,8/28/2014,19796,20257
CR15258,10/10/2014,17996,20258
CR15259,11/19/2014,18196,20259
CR15260,1/1/2014,18396,20260
CR15261,5/29/2014,18596,20261
CR15262,6/22/2013,18796,20262
CR15263,2/9/2011,18996,20263
CR15264,3/26/2011,19196,20264
CR15265,7/4/2013,19396,20265
CR15266,7/6/2013,19596,20266
CR15267,11/13/2014,19796,20267
CR15268,11/28/2014,17996,20268
CR15269,4/19/2014,18196,20269
CR15270,12/15/2013,18396,20270
CR15271,5/12/2013,18596,20271
CR15272,9/4/2012,18796,20272
CR15273,11/11/2014,18996,20273
CR15274,10/30/2014,19196,20274
CR15275,10/22/2011,19396,20275
CR15276,11/11/2011,19596,20276
CR15277,3/22/2012,19796,20277
CR15278,12/29/2011,17996,20278
CR15279,1/8/2015,18196,20279
CR15280,8/22/2013,18396,20280
CR15281,5/13/2014,18596,20281
CR15282,1/29/2014,18796,20282
CR15283,11/21/2014,18996,20283
CR15284,9/7/2014,19196,20284
CR15285,9/28/2013,19396,20285
CR15286,5/19/2012,19596,20286
CR15287,12/12/2013,19796,20287
CR15288,10/29/2014,17996,20288
CR15289,12/27/2011,18196,20289
CR15290,6/13/2014,18396,20290
CR15291,2/7/2011,18596,20291
CR15292,12/16/2014,18796,20292
CR15293,10/9/2014,18996,20293
CR15294,12/23/2014,19196,20294
CR15295,8/17/2012,19396,20295
CR15296,5/8/2014,19596,20296
CR15297,4/6/2014,19796,20297
CR15298,4/2/2014,17996,20298
CR15299,2/14/2013,18196,20299
CR15300,5/20/2011,18396,20300
CR15301,12/16/2014,18596,20301
CR15302,12/31/2011,18796,20302
CR15303,6/30/2012,18996,20303
CR15304,10/2/2011,19196,20304
CR15305,11/23/2013,19396,20305
CR15306,6/19/2013,19596,20306
CR15307,1/11/2012,19796,20307
CR15308,6/14/2012,17996,20308
CR15309,10/11/2014,18196,20309
CR15310,12/30/2014,18396,20310
CR15311,2/14/2014,18596,20311
CR15312,3/27/2012,18796,20312
CR15313,11/23/2014,18996,20313
CR15314,12/30/2011,19196,20314
CR15315,10/29/2014,19396,20315
CR15316,11/30/2014,19596,20316
CR15317,9/23/2014,19796,20317
CR15318,3/1/2012,17996,20318
CR15319,3/14/2012,18196,20319
CR15320,8/17/2013,18396,20320
CR15321,8/23/2014,18596,20321
CR15322,10/18/2014,18796,20322
CR15323,4/30/2014,18996,20323
CR15324,12/18/2012,19196,20324
CR15325,1/20/2012,19396,20325
CR15326,5/23/2012,19596,20326
CR15327,12/28/2011,19796,20327
CR15328,3/26/2014,17996,20328
CR15329,4/29/2011,18196,20329
CR15330,12/11/2014,18396,20330
CR15331,10/25/2014,18596,20331
CR15332,1/29/2011,18796,20332
CR15333,11/1/2011,18996,20333
CR15334,7/24/2014,19196,20334
CR15335,2/28/2013,19396,20335
CR15336,8/30/2014,19596,20336
CR15337,10/12/2012,19796,20337
CR15338,8/21/2012,17996,20338
CR15339,10/10/2013,18196,20339
CR15340,9/19/2014,18396,20340
CR15341,12/17/2011,18596,20341
CR15342,12/12/2014,18796,20342
CR15343,12/1/2011,18996,20343
CR15344,12/8/2013,19196,20344
CR15345,11/15/2014,19396,20345
CR15346,12/3/2013,19596,20346
CR15347,9/3/2014,19796,20347
CR15348,6/15/2012,17996,20348
CR15349,3/4/2012,18196,20349
CR15350,3/18/2014,18396,20350
CR15351,12/22/2011,18596,20351
CR15352,12/20/2013,18796,20352
CR15353,6/17/2011,18996,20353
CR15354,2/16/2011,19196,20354
CR15355,11/10/2011,19396,20355
CR15356,6/1/2013,19596,20356
CR15357,4/24/2014,19796,20357
CR15358,7/3/2014,17996,20358
CR15359,9/28/2014,18196,20359
CR15360,7/19/2013,18396,20360
